comment_id,status_id,parent_id,comment_message,comment_published,comment_likes
10156315073433701_10156324683098701,91290503700_10156315073433701,,"One of the best things about Nolan is that he writes his own material. He is in total control of the story. He isn't interpreting someone else's vision, he's translating his own thoughts to the screen. 😍",2018-03-02 22:04:54,3
10156315073433701_10156324718248701,91290503700_10156315073433701,,"This, in my opinion, was Nolan's best. Soundtrack was great, storytelling truly amazing and, very original. Ppl say there is no need for a 2nd part, I disagree on that.",2018-03-02 22:15:43,0
10156315073433701_10156324726303701,91290503700_10156315073433701,,I wish they would do another one! 📽,2018-03-02 22:18:14,0
10156315073433701_10156324753148701,91290503700_10156315073433701,,"Except it didn't win best picture, and it should have.  It was beat by a movie that was realistic, and that's not why movies are made, IMHO.",2018-03-02 22:25:26,0
10156315073433701_10156324773063701,91290503700_10156315073433701,,Samuel Sai Taner Kiral is this y tk never wakes up???,2018-03-02 22:31:17,0
10156315073433701_10156324914743701,91290503700_10156315073433701,10156315073433701_10156324773063701,"Seems legit, pls mercy tk",2018-03-02 23:32:23,0
10156315073433701_10156329956143701,91290503700_10156315073433701,10156315073433701_10156324773063701,ty,2018-03-04 16:09:58,0
10156315073433701_10156324899213701,91290503700_10156315073433701,,Iris,2018-03-02 23:22:17,0
10156315073433701_10156324907723701,91290503700_10156315073433701,,Should've been nominated and won Best Original Screenplay,2018-03-02 23:27:08,0
10156315073433701_10156324908808701,91290503700_10156315073433701,,One of my favorite movies ever..It should have won tge Oscar for best picture and director...It was an achievement in cinema. Taking a totally  new original premise and story and making it totally believable.,2018-03-02 23:27:52,2
10156315073433701_10156324923668701,91290503700_10156315073433701,,"every time I watch this movie, I find something else to argue with my brother about. while it might not have been a film for the ages, I've certainly gained and taken a lot from it.",2018-03-02 23:37:14,0
10156315073433701_10156324990313701,91290503700_10156315073433701,,Christian Edwards comments,2018-03-03 00:25:46,1
10156315073433701_10156324998968701,91290503700_10156315073433701,10156315073433701_10156324990313701,Accurate,2018-03-03 00:29:06,0
10156315073433701_10156325027628701,91290503700_10156315073433701,,Angus Ho,2018-03-03 00:51:30,0
10156315073433701_10156325104913701,91290503700_10156315073433701,,Not really lol,2018-03-03 01:26:07,0
10156315073433701_10156325107083701,91290503700_10156315073433701,,I can't go lucid at all its really sad. =(,2018-03-03 01:26:34,0
10156315073433701_10156325108488701,91290503700_10156315073433701,,Niklas Dyma das grösste Meisterwerk der Geschichte!,2018-03-03 01:27:13,1
10156315073433701_10156325524633701,91290503700_10156315073433701,10156315073433701_10156325108488701,Da wurde in deinem Kommentar aber voll normaal außer acht gelassen,2018-03-03 05:59:03,3
10156315073433701_10156325185513701,91290503700_10156315073433701,,This is a classic already,2018-03-03 02:06:24,0
10156315073433701_10156325216148701,91290503700_10156315073433701,,Lucid dreaming is so much fun!,2018-03-03 02:26:11,0
10156315073433701_10156325264543701,91290503700_10156315073433701,,Still can't understand the movie 😐,2018-03-03 03:02:48,1
10156315073433701_10156325727148701,91290503700_10156315073433701,10156315073433701_10156325264543701,My husband doesn't either.,2018-03-03 08:05:39,0
10156315073433701_10156325321893701,91290503700_10156315073433701,,"I wish that are currently all asleep, I would like to wake up now looooool 🤯 Christopher",2018-03-03 03:44:54,0
10156315073433701_10156325340983701,91290503700_10156315073433701,,Asad Khan Abdul Mateen,2018-03-03 03:58:46,0
10156315073433701_10156325348733701,91290503700_10156315073433701,,In my Top Ten...loved this movie!,2018-03-03 04:04:33,0
10156315073433701_10156325433413701,91290503700_10156315073433701,,"""When we are asleep, we can do almost anything""...I wish life worked like that😂😂😂",2018-03-03 05:03:16,0
10156315073433701_10156325558633701,91290503700_10156315073433701,,"Seriously, might be my favorite movie of all time. The concept alone... battling in a dreamscape!? The possibilities are endless.",2018-03-03 06:26:40,1
10156315073433701_10156325580323701,91290503700_10156315073433701,,Nolan+Zimmer=masterpiece,2018-03-03 06:42:32,0
10156315073433701_10156325677653701,91290503700_10156315073433701,,Deborah D'Souza,2018-03-03 07:35:46,0
10156315073433701_10156325695533701,91290503700_10156315073433701,,Awesome movie sir,2018-03-03 07:46:10,0
10156315073433701_10156325703188701,91290503700_10156315073433701,,[[STICKER]],2018-03-03 07:52:17,0
10156315073433701_10156325714948701,91290503700_10156315073433701,,"Yep It is.  I bought it right on Release.  EXCELLENT.  Has grave possibilities regarding metaphysical, dimension travel, etc.  There are actual experiments regarding this subject going on at present.",2018-03-03 07:59:53,0
10156315073433701_10156325760498701,91290503700_10156315073433701,,Never Forget!!,2018-03-03 08:23:14,0
10156315073433701_10156325820753701,91290503700_10156315073433701,,Yet it should have won at least 8.,2018-03-03 08:56:15,0
10156315073433701_10156325942388701,91290503700_10156315073433701,,Sarah Birch Bekker den skulle jo have vundet flere,2018-03-03 09:41:58,1
10156315073433701_10156326137733701,91290503700_10156315073433701,10156315073433701_10156325942388701,Ja!,2018-03-03 10:50:36,0
10156315073433701_10156325945573701,91290503700_10156315073433701,,"Except actually play golf, i can get to course, even to the tee, but i never get to hit the ball. Gotta ask my shrink about that, hehe",2018-03-03 09:43:24,0
10156315073433701_10156325994508701,91290503700_10156315073433701,,"How many people made themselves a totem so they could verify if they were in a dream or reality?   OR.... were you just dreaming that you made yourself a totem??? Crap, I think I just gave my brain whiplash ... again.",2018-03-03 10:00:12,0
10156315073433701_10156326009413701,91290503700_10156315073433701,,Caleb Sowers,2018-03-03 10:06:24,1
10156315073433701_10156326472098701,91290503700_10156315073433701,10156315073433701_10156326009413701,To this day still the greatest movie ever made,2018-03-03 12:57:22,1
10156315073433701_10156326022528701,91290503700_10156315073433701,,I loooove this movie!!!!,2018-03-03 10:09:40,0
10156315073433701_10156326032578701,91290503700_10156315073433701,,"The first movie I saw in a movie theater, a day in Aug 2010.",2018-03-03 10:14:11,0
10156315073433701_10156326196988701,91290503700_10156315073433701,,"My favourite movie! And Hans Zimmer's "" Time "" soundtrack ❤",2018-03-03 11:12:43,0
10156315073433701_10156326264763701,91290503700_10156315073433701,,one of the best movies I've seen!,2018-03-03 11:36:19,0
10156315073433701_10156326306638701,91290503700_10156315073433701,,Gavin Timothy,2018-03-03 11:55:51,0
10156315073433701_10156326317043701,91290503700_10156315073433701,,Mohammed Akbar,2018-03-03 11:59:32,0
10156315073433701_10156326387283701,91290503700_10156315073433701,,"La mejor de Nolan, junto con Memento",2018-03-03 12:24:17,0
10156315073433701_10156326432253701,91290503700_10156315073433701,,안미소 아갑자기 또보고싶네 이거봣제,2018-03-03 12:40:18,1
10156315073433701_10156326440828701,91290503700_10156315073433701,10156315073433701_10156326432253701,ㅋㅋ인셉션 안봄,2018-03-03 12:42:52,0
10156315073433701_10156326449293701,91290503700_10156315073433701,10156315073433701_10156326432253701,;;;;;;;;뫄냐;;;,2018-03-03 12:45:36,0
10156315073433701_10156326834768701,91290503700_10156315073433701,10156315073433701_10156326432253701,??인간쓰레기네 인셉션을안봣다고?,2018-03-03 15:14:20,0
10156315073433701_10156326850498701,91290503700_10156315073433701,10156315073433701_10156326432253701,오늘 당장 볼게 미안;;,2018-03-03 15:22:56,0
10156315073433701_10156327252728701,91290503700_10156315073433701,10156315073433701_10156326432253701,말이지나치네 민철이 뒤;지겟다 그러다가,2018-03-03 18:14:30,0
10156315073433701_10156326513073701,91290503700_10156315073433701,,Great film ..very intriguing,2018-03-03 13:13:29,0
10156315073433701_10156326836268701,91290503700_10156315073433701,,"I realised that in the last few years, Nolan is the only one giving us original blockbusters, he truly is the Spielberg of today Inception, Interstellar and Dunkirk were all truly original and so great",2018-03-03 15:15:02,0
10156315073433701_10156326931503701,91290503700_10156315073433701,,"You're waiting for a train. A train that'll take you far away. You know where you hope this train will take you. But you can't know for sure. Yet it doesn't matter. Now, tell me why?",2018-03-03 15:57:58,1
10156315073433701_10156327009078701,91290503700_10156315073433701,,Still a good movie!,2018-03-03 16:33:55,0
10156315073433701_10156327237553701,91290503700_10156315073433701,,It doesn't seem like fiction anymore once you know the reality of dream.,2018-03-03 18:06:30,0
10156315073433701_10156327329878701,91290503700_10156315073433701,,"Oh yeah, the gun hater guy...Looks pretty comfy with one there..",2018-03-03 18:55:44,0
10156315073433701_10156327395893701,91290503700_10156315073433701,,Helene Katz,2018-03-03 19:31:25,0
10156315073433701_10156327428168701,91290503700_10156315073433701,,"One of the best film ever to be made. The casting, and soundtrack were unbelievable!You can watch this masterpiece over and over again, and never get bored as there's always something to discuss about. In 50 years time, this film will be called a ""Classic"" and filmmakers and actors will talk about the huge impact it had on cinema. Thank you Christopher Nolan! 👏👏👏",2018-03-03 19:47:45,4
10156315073433701_10156327456813701,91290503700_10156315073433701,,One of the best movies ever made!,2018-03-03 20:02:01,0
10156315073433701_10156327677718701,91290503700_10156315073433701,,Theazsa Alya Wijaya jgn byk tdr,2018-03-03 22:00:36,0
10156315073433701_10156327848438701,91290503700_10156315073433701,10156315073433701_10156327677718701,Thats why i love sleep,2018-03-03 23:49:13,0
10156315073433701_10156327933398701,91290503700_10156315073433701,,The best screenplay ever !,2018-03-04 00:52:48,0
10156315073433701_10156327935963701,91290503700_10156315073433701,,Great movie,2018-03-04 00:54:51,0
10156315073433701_10156328047603701,91290503700_10156315073433701,,This movie and shutter island.... Great,2018-03-04 01:44:43,0
10156315073433701_10156328270438701,91290503700_10156315073433701,,That was my favorite movie until I saw Interstellar. Both are masterpieces IMO.,2018-03-04 04:39:09,0
10156315073433701_10156328354793701,91290503700_10156315073433701,,Still wonder was it a dream or a reality in the end🤔,2018-03-04 05:37:53,0
10156315073433701_10156328441268701,91290503700_10156315073433701,,Greatest movie of all time,2018-03-04 06:33:34,0
10156315073433701_10156328645668701,91290503700_10156315073433701,,Should have been 7 at least...,2018-03-04 08:28:21,0
10156315073433701_10156329291563701,91290503700_10156315073433701,,Nice movie,2018-03-04 12:01:42,0
10156315073433701_10156333188888701,91290503700_10156315073433701,,I remember watching this and thinking what a big plot hole. Need a kick so drives off a bridge but rolling the van don't count?. And if that far down  getting killed will leave you in limbo. So if he missed the kicks when on bottom level how did the train wake them up and how they get out from down there?,2018-03-05 15:27:40,2
10156315073433701_10156334647698701,91290503700_10156315073433701,,"If they'd somehow managed to include Dicaprio eating a raw bison liver in inception, it probably would've been five ;-)",2018-03-06 02:58:08,0
10156315073433701_10156413854123701,91290503700_10156315073433701,,ازاد احمد,2018-03-30 17:21:48,0
10156315073433701_10156418198418701,91290503700_10156315073433701,,Hussain Al-Saady مجنت ادريري هذا يمثل بي,2018-04-01 10:43:22,1
10156315073433701_10156418214968701,91290503700_10156315073433701,10156315073433701_10156418198418701,و توم هاردي و توماس شيلبي,2018-04-01 10:52:59,0
10156315073433701_10156418224298701,91290503700_10156315073433701,10156315073433701_10156418198418701,هاهيه لعد 👧🏻🖐🏻,2018-04-01 10:56:53,1
10156315073433701_10156420295748701,91290503700_10156315073433701,,I love the movie so much and I am hoping for a sequel,2018-04-02 05:22:45,0
10156315073433701_10156453217053701,91290503700_10156315073433701,,"‌I am EXPOSING THE BIGGEST SECRET OF THE WORLD Human brains are nothing but neuron computers .  The GOVERNMENT CONTROLS AND ACCESSES OUR BRAIN AND IT'S MEMORY AND THEY KNOW EXACTLY WHAT WE THINK AT ALL TIMES AS OUR BRAINS ARE SYNCED AND CAN MANIPULATE OUR BRAINS AND NEURONS IN IT , either American government or the Soviet has implanted a technology in almost every humans brain that can read what you think and transmit it to them and can alter what and when you think and can programme your brain. They know exactly what we think and at what time   AND can ERASE ENTIRE MEMORY AND REWRITE THEIR OWN MEMORY TO MAKE MULTIPLE COPIES OF THEIR BRAIN IMPLANTED IN YOU.T His technologies were developed during cold war, IT IS A TECHNOLOGY KEPT SECRET BY THE GOVERNMENT. THE GOVERNMENT OF USA AND SOVIET POSESSES BRAIN CONTROL AND BRAIN MEMORY READING AND BRAIN SYNCHRONISATION TECHNOLOGIES, READ PROJECT MK ULTRA OR SOVIET BRAIN CONTROL PROGRAMS , THEY HAVE A NON METAL GADGET OF BRAIN INTERFACE WHICH TRANSFERS EACH AND EVERY NEURON SIGNAL ALONG WITH ITS MAPPING TO THE GOVERNMENT SECRET TECHNOLOGY AND SCIENCE CENTERS.  Read about project Mkultra and Soviet mind control programs on Google why has the whole world been silent about science related to brains for past century when it has been proposed in 1880s that ""man is a machine"". Government preserves all the data of our brain and genes and DNA and keeps and uses our artificial copy of brains on a chip for further scientific advances.They never forget anything as their memory is kept permanent and have additional memory implanted in The brains . They even have bionic technologies for brain related things such as extra memory and other electron to neuron converters. Google Project Mk ultra and Soviet brain control programmes in the 1950s and 1970s even the Germans conducted such experiments on controlling brain and reading and storing and transmitting what's in brains.The Frankenstein was based on real experiments by scientists. I am telling all this by a first hand experienced they interfered with my dreams just like the movie inception which might have been inspired by such government technologies I wonder why they didn't erase this knowledge from my neuronic brain memory .And Schizophrenia is a made up disease by the Government , see how all schizophrenics think that someone is reading their thoughts? It's because of this technology that the govt is using to actually do this, think about it, think of all the governments secret experiments during the 1900s , Think about it isn't this technology very practical since human brain is nothing but neuron computer.?",2018-04-13 14:14:36,0
10156315073433701_10156460458648701,91290503700_10156315073433701,,Dream of one minute is equaling one hour of your real time. The fact was upward down in this movie.,2018-04-15 23:13:44,0
10156315073433701_10156460957233701,91290503700_10156315073433701,,H,2018-04-16 06:53:59,0
10156205574278701_10156205588368701,91290503700_10156205574278701,,Overrated,2018-01-23 17:13:46,26
10156205574278701_10156205590393701,91290503700_10156205574278701,,I thought the movie sucked,2018-01-23 17:14:25,26
10156205574278701_10156205593108701,91290503700_10156205574278701,10156205574278701_10156205590393701,Best movie without script ^^,2018-01-23 17:15:24,0
10156205574278701_10156205594688701,91290503700_10156205574278701,,Nolan is a great filmmaker however Dunkirk was not his best. !! He is legend already !! He should have gotten Oscar for Tdk or Inception or Interstellar !! Music for Dunkirk was great though!,2018-01-23 17:15:46,26
10156205574278701_10156205599058701,91290503700_10156205574278701,10156205574278701_10156205594688701,"Totally agree. Dunkirk was solid, but it felt like a regression to his earlier, more stylized work.",2018-01-23 17:17:39,0
10156205574278701_10156205605968701,91290503700_10156205574278701,10156205574278701_10156205594688701,u missed his best film,2018-01-23 17:20:20,2
10156205574278701_10156205962918701,91290503700_10156205574278701,10156205574278701_10156205594688701,Alllll  the music in his movies are op,2018-01-23 19:21:57,0
10156205574278701_10156206170473701,91290503700_10156205574278701,10156205574278701_10156205594688701,David Cooper which one? Memento?,2018-01-23 20:40:51,0
10156205574278701_10156206705618701,91290503700_10156205574278701,10156205574278701_10156205594688701,It was like Saving Private Ryan only without the dialogue and characterization and action.,2018-01-24 00:30:20,0
10156205574278701_10156208567358701,91290503700_10156205574278701,10156205574278701_10156205594688701,"Michael Martinez - That's because war doesn't have the glamorous dialogue that most American war films falsely portray. Soldiers in WW2 didn't have time to banter or chat - they just did their job! 
Dunkirk was a portrayal of war
Saving private ryan was a glorification of it",2018-01-24 14:03:49,0
10156205574278701_10156205594918701,91290503700_10156205574278701,,only film of his i didn't like,2018-01-23 17:15:52,3
10156205574278701_10156205596613701,91290503700_10156205574278701,,Not enough strong female leads. Should remake it with all female cast,2018-01-23 17:16:25,23
10156205574278701_10156205597808701,91290503700_10156205574278701,10156205574278701_10156205596613701,🙄,2018-01-23 17:17:07,3
10156205574278701_10156205599468701,91290503700_10156205574278701,10156205574278701_10156205596613701,Lol,2018-01-23 17:17:52,0
10156205574278701_10156205606888701,91290503700_10156205574278701,10156205574278701_10156205596613701,pmsl,2018-01-23 17:20:38,0
10156205574278701_10156205617723701,91290503700_10156205574278701,10156205574278701_10156205596613701,lmao,2018-01-23 17:23:25,0
10156205574278701_10156205630348701,91290503700_10156205574278701,10156205574278701_10156205596613701,Nice troll,2018-01-23 17:27:40,0
10156205574278701_10156205705783701,91290503700_10156205574278701,10156205574278701_10156205596613701,Great bait,2018-01-23 17:53:48,4
10156205574278701_10156205880868701,91290503700_10156205574278701,10156205574278701_10156205596613701,Wimen weren't allowed on the front lines in those days.,2018-01-23 18:54:11,0
10156205574278701_10156205899983701,91290503700_10156205574278701,10156205574278701_10156205596613701,"That is so funny! In 2016 Hollywood fixed the race problem, in 2017 they are fixed the female gender problem. In 2018 they should fix the war issue.  😃",2018-01-23 19:01:54,0
10156205574278701_10156206685888701,91290503700_10156205574278701,10156205574278701_10156205596613701,Lol,2018-01-24 00:21:14,0
10156205574278701_10156207008723701,91290503700_10156205574278701,10156205574278701_10156205596613701,"Lol ironic because all hollywood does is project their own sexism, racism from a false moral highground",2018-01-24 02:40:58,4
10156205574278701_10156207015008701,91290503700_10156205574278701,10156205574278701_10156205596613701,"Ofc there was no women, but women want to be in James Ryan too, they say the movie should have females at the frontline. xD ahahahahaha",2018-01-24 02:44:21,0
10156205574278701_10156207611868701,91290503700_10156205574278701,10156205574278701_10156205596613701,Haha,2018-01-24 07:55:33,0
10156205574278701_10156210875288701,91290503700_10156205574278701,10156205574278701_10156205596613701,Black Chinese females that speak with British accents?,2018-01-25 06:31:59,0
10156205574278701_10156205598423701,91290503700_10156205574278701,,"He finally made it, now he only needs to make it for Best director.",2018-01-23 17:17:20,0
10156205574278701_10156205599148701,91290503700_10156205574278701,,Heather Lyons have youse watched it yet? :-) xx,2018-01-23 17:17:44,1
10156205574278701_10156205603363701,91290503700_10156205574278701,10156205574278701_10156205599148701,Not yet! Must get our DVD player connected 😟,2018-01-23 17:19:11,0
10156205574278701_10156205604488701,91290503700_10156205574278701,,"""Dunkirk"" is a very disappointing movie. I had such high hopes for it. Thank goodness I already knew the history.",2018-01-23 17:19:40,49
10156205574278701_10156205878518701,91290503700_10156205574278701,10156205574278701_10156205604488701,"It wasn't about history, it was about the people....",2018-01-23 18:53:05,6
10156205574278701_10156205890253701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Mary Edgecomb — Maybe the title should have been ""Crossing the Channel with People in Small Boats."" HA! The movie is really a waste of time.",2018-01-23 18:58:01,5
10156205574278701_10156206151688701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Way boring, documentaries have more action!",2018-01-23 20:33:27,7
10156205574278701_10156206230603701,91290503700_10156205574278701,10156205574278701_10156205604488701,John Casella  I agree. It is an amazing true story. This film did it a disservice.,2018-01-23 21:03:28,1
10156205574278701_10156206961448701,91290503700_10156205574278701,10156205574278701_10156205604488701,For a film about the people they could've done with some actual character development.,2018-01-24 02:17:42,5
10156205574278701_10156207035583701,91290503700_10156205574278701,10156205574278701_10156205604488701,"I agree, it was very slow going. I kept waiting for some kind of character development or something, more action, anything.",2018-01-24 02:57:13,4
10156205574278701_10156207254188701,91290503700_10156205574278701,10156205574278701_10156205604488701,i go to the movie cuz it is fake and fun. dont wanna watch real documentary.. how much it is realistic i do not care at all... Inception and Dark Night are fun cuz they are fake and real at the same time...!!!,2018-01-24 04:52:29,0
10156205574278701_10156207670388701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Chris Nolan was very clear it was a film about survival, not a war or history movie.  The film achieved exactly what it set out to do, coupled with a very intense score from Zimmer as usual.  Those wanting to see 'more action' have missed the point of the film entirely and should probably stick to films based on Marvel comics in future.",2018-01-24 08:18:00,5
10156205574278701_10156207847503701,91290503700_10156205574278701,10156205574278701_10156205604488701,Mary Edgecomb You don't even get to know the people or their names,2018-01-24 09:29:58,1
10156205574278701_10156207848328701,91290503700_10156205574278701,10156205574278701_10156205604488701,"You don't expect to see the old/ tradditional way of war movie in Christopher Nolan's film, pls be creative.",2018-01-24 09:30:11,0
10156205574278701_10156208649808701,91290503700_10156205574278701,10156205574278701_10156205604488701,"The movie wasnt meant to be saving private ryan. That being said, it did its part showing how helpless the soldiers were and how the civilians came to help",2018-01-24 14:35:42,0
10156205574278701_10156208651898701,91290503700_10156205574278701,10156205574278701_10156205604488701,"It was a terrible movie. If it had been a book, it would have been an outline. ;)",2018-01-24 14:36:47,1
10156205574278701_10156208660728701,91290503700_10156205574278701,10156205574278701_10156205604488701,"You all went to the cinema expecting to see a generic movie following some story with main characters and development. Nolan obviously did not want to do that.

At first I was a bit disappointed as well but after thinking about it I actually liked it more and more. It is a different kind of a war film, not the ""Saving private Ryan"" type. I think it achieved what it tried to do. And I think it is a great movie. 

After all if a director makes the same type of movie over and over again he will never develop...",2018-01-24 14:40:39,0
10156205574278701_10156208665233701,91290503700_10156205574278701,10156205574278701_10156205604488701,"It could have been an excellent film. But it wasn't. — The film also denies filmgoers any context. We're told little about how the army has come to be beached or the threat it faces. We never see a German soldier, let alone the generals and politicians of either side who are masterminding events. We don't even get the customary three sentences of text at the end, explaining the outcome. This is deliberate: Nolan has said he didn't want to get ""bogged down"" in politics. https://www.theguardian.com/film/filmblog/2017/jul/26/bloodless-boring-empty-christopher-nolan-dunkirk-left-me-cold [[SHARE]]",2018-01-24 14:41:54,0
10156205574278701_10156208976968701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Tbh the movie wasn't bad at all. Everything was about the atmosphere which Nolan can offer in every movie. If you want to see actual copy of World War you should be looking for different director, this is Nolan and he won't be different. You should watch all movies from him to understand his creativity and unique ideas alongside with Hans Zimmer, they create always something so atmospheric and deep, so you have to activate your brain and think about it.",2018-01-24 16:38:35,0
10156205574278701_10156209243453701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Director Christopher Nolan is brilliant. But, he missed the boat on this one.",2018-01-24 18:15:27,0
10156205574278701_10156209285958701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Peter Wildman History is either boring or a lie. Which in itself suggests rather conclusively that this whole clean-shaven boy-band beach film is nothing but a propaganda piece, geared for trendy sell outs(Especially boys).",2018-01-24 18:34:36,0
10156205574278701_10156209303903701,91290503700_10156205574278701,10156205574278701_10156205604488701,Scotty Jones Cherryholmes Nolan is a pet that does what he's told. He doesn't miss boats. He obeys Mindlessly.,2018-01-24 18:37:30,0
10156205574278701_10156209725868701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Dunkirk is pure genius. The time compression, expansion, and overlap is the most brilliant piece of wartime movie making ever conceived. 

Generally, I sense that the people who didn't like the film didn't actually get what was going on.  I saw it 3 times in the theater over a period of 2 weeks and enjoyed it more each time. 

Best picture of the year, and it's not even close.",2018-01-24 20:54:05,0
10156205574278701_10156209748508701,91290503700_10156205574278701,10156205574278701_10156205604488701,"Maybe Christopher Nolan was trying to create a movie similar to the films of Terrence Malick (The Thin Red Line - 1998; Days of Heaven - 1978; Badlands - 1973). Most cinema is presented like a novel. Malick's work is more like a painting.

""Dunkirk"" definitely has no story. No real narrative. And definitely not on the level of Malick.",2018-01-24 21:02:47,0
10156205574278701_10156209752373701,91290503700_10156205574278701,10156205574278701_10156205604488701,"""Malick's films have been noted for exploring themes such as individual transcendence, nature, and conflicts between reason and instinct. They are typically marked by broad philosophical and spiritual overtones, as well as the use of meditative voice-overs from individual characters. The stylistic elements of the director's work have inspired divided opinions among film scholars and audiences; some praised his films for their cinematography and aesthetics, while others found them lacking in plot and character development. His first five films have nonetheless ranked highly in retrospective decade-end and all-time polls."" https://en.wikipedia.org/wiki/Terrence_Malick [[SHARE]]",2018-01-24 21:05:27,0
10156205574278701_10156205604858701,91290503700_10156205574278701,,One Simple Idea,2018-01-23 17:19:52,0
10156205574278701_10156205605503701,91290503700_10156205574278701,,Emily Xie Jenning Chen can we watch tonight pls,2018-01-23 17:20:09,0
10156205574278701_10156205660413701,91290503700_10156205574278701,10156205574278701_10156205605503701,HALLELUJAH GETTIN THE REC IT DESERVES,2018-01-23 17:38:49,0
10156205574278701_10156206526708701,91290503700_10156205574278701,10156205574278701_10156205605503701,lets watch it,2018-01-23 23:03:27,0
10156205574278701_10156205607373701,91290503700_10156205574278701,,This may be the worst movie I've ever seen.,2018-01-23 17:20:52,22
10156205574278701_10156207257983701,91290503700_10156205574278701,10156205574278701_10156205607373701,I even leave the theater in the middle of it.,2018-01-24 04:54:16,0
10156205574278701_10156208855463701,91290503700_10156205574278701,10156205574278701_10156205607373701,"I said the same thing after watching it, dreadful film, the only good thing was Tom Hardy especially at the end !!! 😁",2018-01-24 15:51:53,0
10156205574278701_10156208962818701,91290503700_10156205574278701,10156205574278701_10156205607373701,Louise Boneham  right! Tom Hardy was the only good thing.,2018-01-24 16:32:20,0
10156205574278701_10156205612908701,91290503700_10156205574278701,,Not even in the top 15 all time war movies....maybe not even top 20.,2018-01-23 17:21:33,2
10156205574278701_10156205981068701,91290503700_10156205574278701,10156205574278701_10156205612908701,"Are you kidding me? What war films do you feel are better? Maybe saving private ryan, but there are few war films that are objectively better than Dunkirk... Saying there are 15 is ludicrous",2018-01-23 19:29:00,1
10156205574278701_10156207074713701,91290503700_10156205574278701,10156205574278701_10156205612908701,"Agreed. Saving Private Ryan, Glory and Platoon are top drawer war films and I would place Dunkirk in that bracket.",2018-01-24 03:18:29,0
10156205574278701_10156205615678701,91290503700_10156205574278701,,Zakaria EL Hamri,2018-01-23 17:22:40,0
10156205574278701_10156205624293701,91290503700_10156205574278701,,This movie wasn't THAT good! Not even in the top 10 of war movies. Mediocre film at best.,2018-01-23 17:25:20,9
10156205574278701_10156205624403701,91290503700_10156205574278701,,"Meh. These nods are based on Nolan and not the movie, IMO.",2018-01-23 17:25:23,0
10156205574278701_10156205624748701,91290503700_10156205574278701,,I love Nolan. But Dunkirk didn't hit the mark at all.,2018-01-23 17:25:32,9
10156205574278701_10156205627168701,91290503700_10156205574278701,,I watched this movie only for Nolan .. direction was great but it was not his masterpiece,2018-01-23 17:26:24,0
10156205574278701_10156205630763701,91290503700_10156205574278701,,Zaid Shallouf  فيلم بقلب فيلم,2018-01-23 17:27:49,1
10156205574278701_10156209182688701,91290503700_10156205574278701,10156205574278701_10156205630763701,💗 قلب بقلب قلب,2018-01-24 17:52:50,0
10156205574278701_10156205634183701,91290503700_10156205574278701,,Saw the movie but didn't get my attention. I already knew the history behind it but still a pretty good movie just not as compare to inception or interstellar,2018-01-23 17:29:19,0
10156205574278701_10156205638018701,91290503700_10156205574278701,,Dylan Edwards Fiach O'Connor,2018-01-23 17:30:38,0
10156205574278701_10156205639508701,91290503700_10156205574278701,10156205574278701_10156205638018701,Should've been Mother,2018-01-23 17:31:25,0
10156205574278701_10156205648643701,91290503700_10156205574278701,10156205574278701_10156205638018701,Lot better,2018-01-23 17:34:06,0
10156205574278701_10156205645018701,91290503700_10156205574278701,,"I didnt like it, but Nolan is great",2018-01-23 17:33:02,0
10156205574278701_10156205647868701,91290503700_10156205574278701,,Excelente película.,2018-01-23 17:33:50,0
10156205574278701_10156205649218701,91290503700_10156205574278701,,MURRRRPH,2018-01-23 17:34:18,0
10156205574278701_10156205654983701,91290503700_10156205574278701,,Daniel Martini I told you you're the only one who was underwhelmed,2018-01-23 17:36:39,0
10156205574278701_10156205805143701,91290503700_10156205574278701,10156205574278701_10156205654983701,"Titanc also won awards and that was horrendous, so there's that 😂😂",2018-01-23 18:25:30,0
10156205574278701_10156205807918701,91290503700_10156205574278701,10156205574278701_10156205654983701,And lol read some of the comments below. I am definitely not alone 😉😂,2018-01-23 18:26:15,0
10156205574278701_10156205866413701,91290503700_10156205574278701,10156205574278701_10156205654983701,'should remake with an all female cast'...?,2018-01-23 18:48:28,0
10156205574278701_10156205665908701,91290503700_10156205574278701,,Love this film. Brilliant. Nolan and the cast made small and large acts of courage shine with the purest beauty. I hope it or The Post wins.,2018-01-23 17:40:17,1
10156205574278701_10156205673608701,91290503700_10156205574278701,,"Sam Genova I was mistaken, it's 8",2018-01-23 17:41:52,1
10156205574278701_10156205711533701,91290503700_10156205574278701,,Lana van der Zee,2018-01-23 17:55:44,1
10156205574278701_10156205725913701,91290503700_10156205574278701,,I like nolan but Dunkirk was very  disappointing movie  like interstellar to much expectations I think .. he should have made inception nr 2,2018-01-23 18:00:18,4
10156205574278701_10156205729573701,91290503700_10156205574278701,,Maurice Kluger du hast echt was verpasst ;),2018-01-23 18:01:36,0
